Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Aldea Cester, Antonio",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Aldecoa Gallano, Martin",Bilbo,Bilbo,25/09/1936,Bombardeo
"Aldecoa, Felix",Mañaria,Artxanda,13/06/1937,Muerto Frente
"Aldecoa, Miguel",,Otxandio,04/04/1937,Muerto Frente
"Aldereguia Lafuente, Felix",Irunea,Eibar,06/10/1936,Muerto Frente
"Aldivar Fernandez, Buenaventura",Artziniega,Bilbo,06/09/1937,Fusilado
"Alducin Azcona, Jesus",,,,Muerto Frente
"Alegre Lores, Antonio",Donostia-San Sebastián,Hernani,19/10/1936,Fusilado
"Alegre Santa Eulalia, Amancio",Armiñon,Armiñon,28/08/1936,Fusilado
"Alegria Inurria, Jacinto",,,,Muerto Frente
"Alegria Mateo, Angel",Mendabia,,,Muerto Frente
"Alegria Polo, Saturnino",Bilbo,Otxandio,03/12/1936,Muerto Frente
"Alegria Solabarrieta, Jose Maria",Ondarroa,Bilbao,02/12/1938,Fusilado
"Alejandre Angulo, Victor",Gurendes,Egileta,01/04/1937,Fusilado
"Alfaro Benito, Eleuterio",Valle de Trápaga-Trapagaran,Markina-Xemein,22/10/1936,Muerto Frente
"Alfaro Martinez, Pedro",Bilbo,Sollube,10/05/1937,Muerto Frente
"Alfonso Alfonso, Juan",,Hospital Civil,09/10/1936,Muerto Frente
"Alfonso Cruz, Manuel",Bilbo,Artxanda,18/06/1937,Muerto Frente
"Alfonso Fernandez, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,03/08/1936,Muerto Frente
"Alfonso Muguruzar, Aurelia",Barakaldo,Barakaldo,13/06/1937,Bombardeo
"Algora Tarodo, Juan",Soria,"Gernika-Lumo, Vizcaya",21/03/1939,Muerto Prision
"Algorta Abrisqueta, Simona",Legutio,Barakaldo,17/12/1936,Bombardeo
"Algorta, Modesta","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Alier Perez, Cayetano",Ciérvana,Sollube,13/05/1937,Muerto Frente
"Alistaran Isla, Joaquin",Sopuerta,Barazar,07/04/1937,Muerto Frente
"Alkiza, Miguel",Donostia-San Sebastián,Donostia-San Sebastián,26/07/1936,Fusilado
"Alkorta Aldai, Luis",Donostia-San Sebastián,Asturias,21/02/1937,Muerto Frente
"Alkorta Bastida, Jose",Zestoa,Eibar,22/04/1937,Muerto Frente
"Alkorta Iturbe, Eusebio",,,,Muerto Frente
"Allende Azcuna, Federico",San Agustín (Teruel),Amurrio,26/05/1937,Muerto Frente
"Allende Santamaria, Ernesto",Bilbo,Urkiola,08/04/1937,Fusilado
"Allende Sanudo, Juan","Torrelavega, Spain",Amorebieta-Etxano,04/05/1937,Muerto Frente
"Allende Serrano, Celestino",Ciérvana,Ubidea,04/12/1936,Muerto Frente
"Allica Arrica, Carlos",Bermeo,Barazar,06/04/1937,Muerto Frente
"Allica Erenozaga, Luis",Bermeo,Legutio,01/12/1936,Muerto Frente
"Allica Menchaca, Juan",Bermeo,Mungia,01/06/1937,Muerto Frente
"Allica Zalacain, Jesus",Lanestosa,Legutio,02/12/1936,Muerto Frente
"Allonga Villamea, Anastasio",Barcelona,Zornotza,04/12/1936,Muerto Frente
"Almazan Cilaurren, Ramon",Bilbo,Mutriku,26/09/1936,Muerto Frente
"Almazan Esteban, Agustin",,,,Muerto Frente
"Almeida Elordieta, Clara","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Almigol Malo, Emilio",,Asturias,23/02/1937,Muerto Frente
"Almortza Etxaide, Juan",Zizurkil,Tolosa,06/10/1936,Fusilado
"Almundi Peinador, Crescencio",Ortuella,"Madrid, Madrid",22/05/1938,Fusilado
"Alona Ugalde, Crescencio",,,28/05/1937,Muerto Frente
"Alonso Abadia, Rafael",Bilbo,Bilbo,03/08/1937,Fusilado
"Alonso Agirremota, Andres",,,,Muerto Frente
"Alonso Arnaiz, Desiderio",Bermeo,Markina-Xemein,28/09/1936,Muerto Frente
"Alonso Blazquez, Andres",Bilbo,Bilbo,18/12/1937,Fusilado
"Alonso Bravo, Leoncio",Bilbo,Bilbo,12/03/1938,Fusilado
"Alonso Cabezon, Ignacio",Sestao,Amorebieta-Etxano,09/05/1937,Muerto Frente
"Alonso Cabezon, Vicente",Barakaldo,Elgeta,25/04/1937,Muerto Frente
"Alonso Cebana, Angel",,Sollube,06/05/1937,Muerto Frente
"Alonso De Las Heras, Alberto",Ciérvana,Zornotza,08/04/1937,Muerto Frente
"Alonso De Las Heras, Emilio",Ciérvana,Eibar,21/09/1936,Muerto Frente
"Alonso Delgado, Gregorio",Irun,Bizkargi,13/06/1937,Muerto Frente
"Alonso Diez, Angel",Castilla y León,Dima,15/04/1937,Muerto Frente
"Alonso Fernandez, Bernardino",Donostia-San Sebastián,Hernani,23/10/1936,Fusilado
"Alonso Fernandez, Ramona",Donostia-San Sebastián,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Alonso Fernandez, Senen",Getxo,Zornotza,24/05/1937,Muerto Frente
"Alonso Ferrero, Manuel",Donostia-San Sebastián,Donostia-San Sebastián,15/05/1939,Fusilado
"Alonso Fuentes, Ladislao",Bilbo,Legutio,02/12/1936,Muerto Frente
"Alonso Garcia, Gaspar",,,,Muerto Frente
"Alonso Garcia, Nicasio",Sestao,Amorebieta-Etxano,20/05/1937,Muerto Frente
"Alonso Gonzalez, Evencio",Bilbo,Bilbo,24/06/1937,Fusilado
"Alonso Gonzalez, Gregorio",Donostia-San Sebastián,Otxandio,04/04/1937,Muerto Frente
"Alonso Gonzalez, Juan",Bilbo,Bilbo,17/05/1937,Otras Circunstancias
"Alonso Gonzalez, Luis",Bilbo,Bilbo,22/04/1937,Bombardeo
"Alonso Gonzalez, Prudencio",Arrasate,Gasteiz,14/03/1938,Fusilado
"Alonso Grande, Felix",Lasarte-Oria,Karrantza,04/07/1937,Muerto Frente
"Alonso Gutierrez, Teodoro",Bilbo,Bilbo,12/03/1938,Fusilado
"Alonso Inigo, Pedro",Valdeverdeja,"Gernika-Lumo, Vizcaya",30/12/1939,Muerto Prision
"Alonso Jimenez, Manuel",Cádiz,Portugalete,12/05/1937,Muerto Frente
"Alonso Landera, Juan",Muskiz,Barazar,06/04/1937,Muerto Frente
"Alonso Lopez, Angel",Mieres,"Gernika-Lumo, Vizcaya",11/03/1940,Muerto Prision
"Alonso Martinez, Andres",Gasteiz,Gasteiz,31/10/1937,Fusilado
"Alonso Martinez, Jesus",Deustu,Asturias,23/02/1937,Muerto Frente
"Alonso Martinez, Macario",Basauri,Cigoitia,03/12/1936,Muerto Frente
"Alonso Mediavilla, Juan Angel",Bilbo,Loiu,06/05/1937,Muerto Frente
"Alonso Mendizabal, Jose",Donostia-San Sebastián,Gorbea,06/04/1937,Muerto Frente
"Alonso Miguel, Ignacio",Erandio,"Durango, Durango",30/04/1937,Muerto Frente
"Alonso Miguel, Luis",Erandio,Erandio,03/01/1937,Bombardeo
"Alonso Munoz, Agripino",Getxo,Basurto-Zorroza,12/06/1937,Muerto Frente
"Alonso Munoz, Jose",Zarautz,Bilbo,09/01/1938,Fusilado
"Alonso Nicolas, Evelio",,,,Muerto Frente
"Alonso Oliveros, Eusebio",Sestao,Sestao,23/05/1937,Bombardeo
"Alonso Pantioso, Pedro",Bilbo,Nafarrate,05/12/1936,Muerto Frente
"Alonso Para, Eusebio",Ciérvana,Barazar,05/04/1937,Muerto Frente
"Alonso Porres, Jesus",,,,Muerto Frente
"Alonso Portal, Gregorio",,Barakaldo,14/06/1937,Muerto Frente
"Alonso Puentes, Ladislao",Bilbo,Legutio,02/12/1936,Muerto Frente
"Alonso Rodriguez, Julian",Abanto-Zierbena,Ubidea,21/12/1936,Muerto Frente
"Alonso Rojo, Aniceto",Algorta,Bilbo,07/09/1937,Fusilado
"Alonso Rouco, Aniceto",Bilbo,Bilbo,07/09/1937,Fusilado
"Alonso Ruiz, Constantino",Bilbo,Bilbo,11/03/1938,Fusilado
"Alonso Saenz, Victor",Bilbo,Ubidea,13/12/1936,Muerto Frente
"Alonso San Miguel, Rosario",Puente Villarente,Saturraran,13/09/1938,Muerto Prision
"Alonso Sanchez, Justo",Abanto-Zierbena,Barazar,05/04/1937,Muerto Frente
"Alonso Santos, Luciano",Erandio,Markina-Xemein,27/04/1937,Muerto Frente
"Alonso Seco, Orencio",Sestao,Etxano,16/05/1937,Muerto Frente
"Alonso Sobron, Eugenio",Güeñes,Bilbo,16/09/1937,Fusilado
"Alonso Soilan, Manuel","Madrid, Madrid","Gernika-Lumo, Vizcaya",01/08/1939,Muerto Prision
"Alonso Solana, Marcos",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Alonso Suso, Saturnino",Gasteiz,Gasteiz,20/09/1936,Fusilado
"Alonso Tejedor, Cecilio ",,Deusto,12/04/1940,Muerto Prision
"Alonso Torralba, Santos",Almazán,Orduña (Spanien),19/12/1940,Muerto Prision
"Alonso Torres, Jesus",,Zornotza,12/04/1937,Muerto Frente
"Alonso Uriarte, Esteban",Sestao,Oviedo,23/02/1937,Muerto Frente
"Alonso Vicario, Quintin",Bilbo,Bilbo,12/03/1938,Fusilado
"Alonso Zubillaga, Domingo",Sopuerta,Asturias,25/02/1937,Muerto Frente
"Alonso Zubizarreta, Francisco",,,,Muerto Frente
"Alonso Zubizarreta, Maria Pilar",Donostia-San Sebastián,"Durango, Durango",31/03/1937,Bombardeo
"Alonso, Pedro",Donostia-San Sebastián,Donostia-San Sebastián,01/10/1936,Fusilado
"Alos Alfonso, Jose  ",,Deusto,22/02/1939,Muerto Prision
"Alquien, Daniel",,,02/05/1937,Muerto Frente
"Alquiza Echave, Ignacio",,,,Muerto Frente
"Alsina Navarra, Luis  ",,Deusto,12/02/1939,Muerto Prision
"Alsina Ysanta, Juan  ",,Deusto,03/04/1939,Muerto Prision
"Altazubiaga Vizcaya, Manuel",Abanto-Zierbena,Abanto-Zierbena,16/06/1937,Bombardeo
"Altolaguirre Camarero, Jesus",Hernani,"Burgos, Burgos",30/01/1938,Muerto Prision
"Altube Basauri, Jose",Tolosa,Frente Norte,30/04/1937,Muerto Frente
"Altubre Gallastegi, Fernando",,,,Muerto Frente
"Altuna Artola, Jose",Donostia-San Sebastián,Asturias,04/11/1936,Muerto Frente
"Altuna Luegriz, Mariano",,,,Muerto Frente
"Altuna Narbaiza, Esteban",Bergara,Bizkargi,20/05/1937,Muerto Frente
"Altuna Olabarri, Victoriano",Miravalles,Bilbo,07/09/1937,Fusilado
"Altuna Soruca, Jose",Donostia-San Sebastián,Asturias,04/11/1936,Muerto Frente
"Altuna Zuaristi, Mariano",Arrasate,Eibar,,Muerto Frente
"Alustiza Aguirre, Damian",Legazpi,Otxandio,01/12/1936,Muerto Frente
"Alustiza Aguirre, Juan",Legazpi,"Durango, Durango",31/03/1937,Muerto Frente
"Alustiza Bilbao, Lucio",,,,Muerto Frente
"Alustiza Etxeberria, Gabino",Aia,Hernani,27/10/1937,Fusilado
"Alustiza Goitia, Juana Martina",Beasain,Beasain,14/10/1936,Otras Circunstancias
"Alustiza Murgiondo, Blas",Mutiloa,Galdakao,13/06/1937,Muerto Frente
"Alustiza Olaechea, Juan",Donostia-San Sebastián,Zornotza,23/05/1937,Muerto Frente
"Alustiza Telleria, Santiago",Mutiloa,,29/05/1937,Fusilado
"Alvarez Alvarez, Eliseo",Barcelona,"Gernika-Lumo, Vizcaya",21/01/1940,Muerto Prision
"Alvarez Alvarez, Manuel",Sestao,Bilbo,15/09/1937,Fusilado
"Alvarez Alvarez, Manuel",Mieres,"Gernika-Lumo, Vizcaya",08/01/1939,Muerto Prision
"Alvarez Arroyo, Timoteo",Sopuerta,Markina-Xemein,21/10/1936,Muerto Frente
"Alvarez Barrena, Gregorio",Badajoz,Irun,15/08/1936,Muerto Frente
"Alvarez Bilbao, Fernando",Bilbo,Bilbo,16/05/1939,Fusilado
"Alvarez Bilbao, Juan",Bilbo,Legutio,01/12/1936,Muerto Frente
"Alvarez Canal, Valentin",,Gijon,25/01/1938,Fusilado
"Alvarez Candales, Jose",,"Santander, Cantabria",,Desaparecido
"Alvarez Coalla, Josefa",Pravia,Saturraran,22/09/1938,Muerto Prision
"Alvarez Cuevas, Eliseo","Burgos, Burgos",Donostia-San Sebastián,24/07/1936,Muerto Frente
"Alvarez De La Corte, Angel",Bermeo,Otxandio,04/04/1937,Muerto Frente
"Alvarez Del Rio, Gumersindo",Arrasate,Lemoa,05/06/1937,Muerto Frente
"Alvarez Diaz, Severiano",,,15/05/1937,Muerto Frente
"Alvarez Diez, Francisco",Galdames,Dima,05/04/1937,Muerto Frente
"Alvarez Dominguez, Antonio",Donostia-San Sebastián,Mar Cantábrico,05/03/1937,Muerto Frente
"Alvarez Fernandez, Jose",,,,Muerto Frente
"Alvarez Fernandez, Manuel",Barakaldo,Basurto-Zorroza,20/04/1937,Muerto Frente
"Alvarez Fernandez, Marcelino",Bilbo,Elorrio,23/04/1937,Muerto Frente
"Alvarez Fernandez, Sandino",Cogollos,"Gernika-Lumo, Vizcaya",07/11/1938,Muerto Prision
"Alvarez Flores, Ramon",Tolosa,"Madrid, Madrid",,Muerto Frente
"Alvarez Garagarza, Francisco",Bilbo,Arrasate,26/09/1936,Muerto Frente
"Alvarez Garagarza, Juan",Bilbo,,,Muerto Frente
"Alvarez Garcia, Alfredo",Donostia-San Sebastián,Donostia-San Sebastián,09/05/1940,Fusilado
"Alvarez Garcia, Angel",Beasain,Beasain,28/07/1936,Fusilado
"Alvarez Garcia, Cipriano",,,,Muerto Frente
"Alvarez Garcia, Jose",Oviedo,Basurto-Zorroza,06/06/1937,Muerto Frente
"Alvarez Garcia, Manuel",,Muxika,02/05/1937,Muerto Frente
"Alvarez Garcia, Pedro",Bilbo,Ubidea,18/12/1936,Muerto Frente
"Alvarez Ibarra, Jose",Erandio,Sollube,08/05/1937,Muerto Frente
"Alvarez Lavega, Nicasio",Donostia-San Sebastián,Zornotza,14/05/1937,Muerto Frente
"Alvarez Lopez, Leoncio",Donostia-San Sebastián,Donostia-San Sebastián,25/08/1937,Fusilado
"Alvarez Mantilla, Francisco","Santander, Cantabria",Sollube,10/05/1937,Muerto Frente
"Alvarez Marcos, Ricardo",,,,Muerto Frente
"Alvarez Martinez, Tomas",Bilbo,Itziar,23/09/1936,Muerto Frente
"Alvarez Melchor, Merino",Balmaseda,Ubidea,07/04/1937,Muerto Frente
"Alvarez Montero, Antolin",Monesterio,Orduña (Spanien),16/01/1941,Muerto Prision
"Alvarez Montero, Emiliano",Bilbo,Bilbo,24/06/1937,Fusilado
"Alvarez Nazabal, Antioco","Santander, Cantabria",Elorrio,22/04/1937,Muerto Frente
"Alvarez Neira, Francisco",Ortuella,Bilbo,17/12/1937,Fusilado
"Alvarez Ordonez, Ignacio",Asturias,Sollube,14/05/1937,Muerto Frente
"Alvarez Osorio, Antonio ",,Deusto,21/03/1938,Muerto Prision
"Alvarez Otegui, Antonio",,Alta mar,05/03/1937,Muerto Frente
"Alvarez Pascual, Felipe",,Asturias,02/11/1936,Muerto Frente
"Alvarez Pascual, Juan",Vandellos,Orduña (Spanien),18/07/1940,Muerto Prision
"Alvarez Perez, Angel",Hernani,Orduna,12/06/1937,Muerto Frente
"Alvarez Perez, Santiago",Bilbo,Bilbo,11/07/1938,Fusilado
"Alvarez Rodriguez, Angel",Asturias,Zornotza,31/05/1937,Muerto Frente
"Alvarez Rodriguez, Delfin",,Kanpazar,16/04/1937,Muerto Frente
"Alvarez Rodriguez, Jose",Errenteria,Elgeta,20/04/1937,Muerto Frente
"Alvarez Rodriguez, Jose",,Basurto-Zorroza,31/05/1937,Muerto Frente
"Alvarez Sanchez, Alejandro",Bilbo,Santoña,12/02/1938,Muerto Prision
"Alvarez Sobero, Antonio",Asturias,Barakaldo,08/05/1937,Muerto Frente
"Alvarez Suarez, Benjamin",Asturias,Álava,19/12/1936,Muerto Frente
"Alvarez Suarez, Celso","Mieres, Asturias",,06/05/1937,Muerto Frente
"Alvarez Suarez, Manuel",Asturias,Deustu,28/05/1937,Muerto Frente
"Alvarez Suarez, Ramon",Rubiano (Grado),"Gernika-Lumo, Vizcaya",27/12/1939,Muerto Prision
"Alvarez Suso, Felix",Hernani,Kanpazar,04/10/1936,Muerto Frente
"Alvarez Tellechea, Angel",Beasain,Beasain,28/07/1936,Fusilado
"Alvarez Tuesca, Adrian",,,,Muerto Frente
"Alvarez Uriarte, Miguel",Barakaldo,Gamiz-Fika,11/06/1937,Muerto Frente
"Alvarez Urrutia, Hipolito",Busturia,Derio,05/08/1937,Fusilado
"Alvarez, Cesarea",Asturias,Muxika,09/05/1937,Muerto Frente
"Alvarez, Hermenegildo",Irun,"Madrid, Madrid",15/07/1937,Muerto Frente
"Alvarez, Inocente",Gasteiz,Gasteiz,07/08/1936,Fusilado
"Alvarez, Jesus",Donostia-San Sebastián,Donostia-San Sebastián,01/11/1936,Fusilado
"Alvarez, Luciano","Zamora, Spain",Zornotza,01/12/1936,Muerto Frente
"Alvarez, Melchor Avelino",Balmaseda,Barazar,07/04/1937,Muerto Frente
"Alvarez, Toribio",,,04/06/1937,Muerto Frente
"Alvaro Serna, Abundio",Francia,Legutio,10/12/1936,Muerto Frente
"Alvero Forgueras, Bonifacio",Irunea,Lemoa,07/06/1937,Muerto Frente
"Alzaga Michelena, Manuel Antonio",Irun,Vera de Bidasoa,,Fusilado
"Alzanz Urquijo, Juan",Sestao,"Madrid, Madrid",22/05/1938,Fusilado
"Alzola Lizundia, Rosario","Durango, Durango",Hospital Civil,28/04/1937,Bombardeo
"Alzua Goicoechea, Julio",Pasaia,Orduna,11/12/1936,Muerto Frente
"Alzua Goikoetxea, Isidoro",Pasaia,Otxandio,04/04/1937,Muerto Frente
"Alzubieta Bilbao, Julian",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Alzugaray Ibanez, Antonio",,,,Muerto Frente
"Alzugaray Jauregui, Martin",Donostia-San Sebastián,Donostia-San Sebastián,,Desaparecido
"Amador, Jose",,Amorebieta-Etxano,11/05/1937,Muerto Frente
"Amarica Olaeta, Eduarda",,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Amarica, Mariano","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Amas Olaizola, Juan",,Bizkargi,15/05/1937,Muerto Frente
"Amat Martinez, Francisco",Rada de Haro,"Gernika-Lumo, Vizcaya",04/09/1939,Muerto Prision
"Amaya Martin, Vicente","Madrid, Madrid","Gernika-Lumo, Vizcaya",17/07/1938,Muerto Prision
"Ambrosio Sanchez, Juan",Erandio,Eibar,29/09/1936,Muerto Frente
"Amenera, Toribio",,Elorrio,22/04/1937,Muerto Frente
"Ametller Bosch, Antonio ",,Deusto,28/02/1939,Muerto Prision
"Amezaga Calzada, Asensio",Zorroza,Gasteiz,28/06/1937,Fusilado
"Amezaga Villa, Leandro",Algorta,Bilbo,11/09/1937,Fusilado
"Ameztoy Fernandez, Fermin",Donostia-San Sebastián,Hernani,22/10/1936,Fusilado
"Amiama Arregui, Jose Antonio",Pasaia,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Amiama Taberna, Ignacio",Pasaia,Andoain,16/08/1936,Muerto Frente
"Amiana Sasiain, Bautista",Legorreta,Hernani,09/09/1936,Bombardeo
"Amiano Altuna, Vicente",,Asturias,23/02/1937,Muerto Frente
"Amiano Amiano, Francisco",Tolosa,Donostia-San Sebastián,13/08/1936,Fusilado
"Amiano Larranaga, Julian",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Amias Bobenga, Candida",Ispaster,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Amijo Vidal, Avelino",Tolosa,Tolosa,12/08/1936,Fusilado
"Amiliano Yabar, Daniel",Sestao,Plentzia,08/10/1936,Muerto Frente
"Amilibia Elorza, Ignacio",Zarautz,Asturias,20/10/1936,Muerto Frente
"Amilibia Machimbarrena, Joaquin",Donostia-San Sebastián,Tremp,05/04/1938,Muerto Frente
"Amilibia Martinez, Ciriaco",,Urkiola,22/05/1937,Muerto Frente
"Amilibia Mugica, Francisco",Zumaia,Zumaia,25/11/1939,Fusilado
"Amilibia Saldias, Jose",Hernani,Hernani,,Fusilado
"Amill Marturell, Miguel ",,Deusto,07/10/1938,Muerto Prision
"Amillano Yobero, Domingo",Valle de Yerri,Plentzia,08/10/1936,Muerto Frente
"Amo Ureta, Agustin",Bilbo,Hospital Inaki Deuna,06/05/1937,Muerto Frente
"Amondarain Zarraga, Alejandro",,Bizkargi,13/06/1937,Muerto Frente
"Amorebieta Charterina, Fermin",Bilbo,Sollube,13/05/1937,Muerto Frente
"Amoriza Astondoa, Nicolas",Bilbo,Bilbo,20/06/1937,Fusilado
"Amoriza Izpizua, Mikel",Galdakao,Galdakao,09/04/1937,Bombardeo
"Amorrortu Mugida, Casimiro",,Bizkargi,28/05/1937,Muerto Frente
"Amorrosta Ereno, Pedro",Bilbo,Santurtzi,30/08/1936,Bombardeo
"Amuchategui Andres, Manuel",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Amundarain, Francisco",Lasarte-Oria,Andoain,,Fusilado
"Amundarain, Miguel",Andoain,,,Fusilado
"Amurrio Martinez, Marino",Gasteiz,Udala,22/04/1937,Muerto Frente
"Amuskibar Mendizabal, Miguel",Zarautz,Deba (Fluss),24/09/1936,Muerto Frente
"Amusquibar, Mikel",Zarautz,,,Fusilado
"Anabitarte Jemia, Jose",,Eibar,24/04/1937,Muerto Frente
"Anacabe Acarregui, Sandalio",Lekeitio,Elorrio,31/03/1937,Muerto Frente
"Anacabe Aguirre, Pedro",Ondarroa,Torrelavega,17/08/1937,Muerto Frente
"Anacabe Zabala, Joaquin",Bermeo,Lekeitio,29/10/1936,Bombardeo
"Anadon Cambero, Santiago",Vera de Bidasoa,,,Muerto Frente
"Anas Saenz, Luis",Barakaldo,Legutio,02/12/1936,Muerto Frente
Ancos Cuesta Anastasia,Arrasate,Durango (Durango),17/09/1940,Muerto Prision
"Andaluz Carro, Modesto ",,Deusto,14/05/1938,Muerto Prision
"Andaluz Inigo, Teofilo",Bilbo,Bilbo,10/02/1939,Fusilado
"Andiano, Avelino",Bilbo,Bilbo,,Fusilado
"Andicoechea Uriarte, Diego",Fruniz,Mungia,16/03/1937,Otras Circunstancias
"Andicoechea, Marcos",,,07/05/1937,Muerto Frente
"Andino Sauto, Lamberto",Balmaseda,Nafarrate,18/12/1936,Muerto Frente
"Ando Garcia, Pedro",Bilbo,Nafarrate,18/12/1936,Muerto Frente
"Andollo Santin, Manuel",,,,Muerto Frente
"Andonegui Balzola, Isidro",Donostia-San Sebastián,Legutio,30/11/1936,Muerto Frente
"Andonegui Berasaluce, Ignacio",Donostia-San Sebastián,Asturias,22/03/1937,Muerto Frente
"Andonegui San Sebastian, Antonio",Donostia-San Sebastián,Álava,13/12/1936,Muerto Frente
"Andonegui San Sebastian, Jose Miguel",Donostia-San Sebastián,Asturias,21/02/1937,Muerto Frente
"Andonegui San Sebastian, Luitxo",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Andrade, Conchita","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Andres Amuategi, Santiago",Andoain,Araba,05/03/1937,Muerto Frente
"Andres Cubillo, Teodoro",Portugalete,Portugalete,30/08/1940,Fusilado
"Andres De La Rosa, Manuel",Bilbo,Derio,08/08/1939,Fusilado
"Andres Fernandez, Dalmaciano",,,,Muerto Frente
"Andres Gonzalez, Isidoro",Barakaldo,Baranbio,08/12/1936,Muerto Frente
"Andres Illera, Emilio",Bilbo,Bizkargi,17/05/1937,Muerto Frente
"Andres Lavina, Candido ",,Deusto,25/04/1939,Muerto Prision
"Andres Mendoza, Antonio",,,23/04/1937,Muerto Frente
"Andres Moneva, Francisco",Donostia-San Sebastián,Asturias,23/02/1937,Muerto Frente
"Andres Ortega, David",Abanto-Zierbena,Vizcaya,18/05/1937,Muerto Frente
"Andres Puertas, Eduardo",Donostia-San Sebastián,Donostia-San Sebastián,28/05/1938,Fusilado
"Andres Rodriguez, Luciano",Barakaldo,Basurto-Zorroza,02/03/1937,Muerto Frente
"Andres Urbieta, Jose Antonio",Plentzia,Amurrio,26/04/1937,Muerto Frente
"Andres Vallejo, Damian",,,,Muerto Frente
"Andreu Albizuri, Angel",Getxo,Zeanuri,22/05/1937,Muerto Frente
"Andreu Forns, Andres",Cardedeu,Orduña (Spanien),18/04/1939,Muerto Prision
"Andreu Mortro, Rafael",Donostia-San Sebastián,Donostia-San Sebastián,27/11/1939,Fusilado
"Andrevi Goled, Jose ",,Deusto,13/03/1939,Muerto Prision
"Andueza Asanza, Ramon",Bilbo,Bilbo,20/11/1938,Fusilado
"Andueza Iracheta, Jesus",Tolosa,Otxandio,04/04/1937,Muerto Frente
"Andueza Ugarte, Justo",Legazpia,Infiesto,,Desaparecido
"Aneidos Luaces, Placido",,Otxandio,04/04/1937,Muerto Frente
"Angel Borobio, Alejandro",Bilbo,Bizkargi,11/05/1937,Muerto Frente
"Angel Postigo, Placido",Bilbo,Asturias,08/03/1937,Muerto Frente
"Angoitia De Pablos, Raimundo",Valle de Trápaga-Trapagaran,Legutio,02/12/1936,Muerto Frente
"Anguiano Araquistain, Rafael Pio",Sestao,Urkiola,06/04/1937,Muerto Frente
"Anguiano Llamosas, Avelino",Barakaldo,Bilbo,26/10/1937,Fusilado
"Angulo Albizu, Miguel",,,,Muerto Frente
"Angulo Angulo, Candido",,Aramaio,01/04/1937,Muerto Frente
"Angulo Arroitajauregui, Jose Maria",Abadino,Bilbo,05/08/1937,Fusilado
"Angulo Beica, Pedro",Bilbo,Nafarrate,18/12/1936,Muerto Frente
"Angulo Brinas, Gerardo",Zanbrana,Zanbrana,16/10/1936,Fusilado
"Angulo Candamio, Felix",Gasteiz,Gasteiz,18/10/1936,Fusilado
"Angulo Garcia, Jose",Gasteiz,,28/09/1936,Fusilado
"Angulo Hidalgo, Oscar",Bilbo,Legutio,02/12/1936,Muerto Frente
"Angulo Legarza, Antonio",Sestao,Álava,03/12/1936,Muerto Frente
"Angulo Mardones, Enrique","Burgos, Burgos",Hospital Civil,23/10/1936,Muerto Frente
"Angulo Molinuevo, Marcelo",,Morga,10/05/1937,Muerto Frente
"Angulo Orive, Remigio",Barakaldo,Legutio,02/12/1936,Muerto Frente
"Angulo Ortiz, Jose Manuel",,Amurrio,27/05/1937,Muerto Frente
"Angulo Pena, Pedro",,Lemona,22/06/1937,Muerto Frente
"Angulo Rozas, Martin",,,,Muerto Frente
"Angulo Saenz, Jesus",Miranda del Ebro,Zanbrana,19/07/1936,Fusilado
"Angulo Saenz, Mariano",Bilbo,Hospital Inaki Deuna,19/12/1936,Muerto Frente
"Angulo Vazquez, Federico",Bilbo,"Burgos, Burgos",03/10/1938,Fusilado
"Anibarro Perea, M� Cruz",Orduña (Spanien),Orduna,31/12/1936,Bombardeo
"Anido Garcia De La Yedra, Pedro",Bilbo,País Vasco,18/12/1936,Muerto Frente
"Anitua Unamuno, Pablo",Eibar,Hospital Civil,30/10/1936,Muerto Frente
"Anoain Miranda, Manuel Maria",Zumaia,Zumaia,24/09/1936,Fusilado
"Ansa Calonge, Roman",Donostia-San Sebastián,Donostia-San Sebastián,02/05/1941,Fusilado
"Ansa Garos, Francisco",Argentina,Donostia-San Sebastián,09/08/1936,Muerto Frente
"Anselmo, Jose",Bilbo,Banderas,18/02/1940,Fusilado
"Anso, Engracia",,Donostia-San Sebastián,15/09/1936,Muerto Frente
"Ansoregui Barreneceha, Manuel",Mutriku,,09/12/1936,Fusilado
"Ansorena Eguia, Jose",Sestao,Asturias,23/10/1936,Muerto Frente
"Ansotegui Zubierrementeria, Pablo",Elgeta,Muxika,17/05/1937,Fusilado
